1516446524200427527,1516446524200427527,2022-04-19 12:00:00 EDT,2022-04-19,12:00:00,-0400,15375209,manilabulletin,Manila Bulletin News,,Masking has been the keen deterrent since the onset of the Covid-19 pandemic two years ago to prevent the disease from further spreading but since cases have not been rising in the past months.   https://t.co/d4qhU593PE,en,[],['https://mb.com.ph/2022/04/19/phs-active-cases-up-to-500k-60k-daily-cases-in-metro-manila-mid-may-should-lax-health-standards-ensue-doh/'],[],0,0,0,[],[],https://twitter.com/manilabulletin/status/1516446524200427527,False,,0,,Manila,,,,,,[],,,,
1516442531600670720,1516442531600670720,2022-04-19 11:44:08 EDT,2022-04-19,11:44:08,-0400,40806397,marcpajerlan,Paj #LeniKiko2022,,"After watching movie, natulala ako sa kisame ng kwarto ko. I realized, ang lapit na mag-1 year ni @webcastic. Ito yung mga panahong nahawa na kami ng covid. 😞😔 I miss you, love",tl,"[{'screen_name': 'webcastic', 'name': 'irdy', 'id': '215227040'}]",[],[],0,0,0,[],[],https://twitter.com/marcpajerlan/status/1516442531600670720,False,,0,,Manila,,,,,,[],,,,
1516434803553300484,1516434803553300484,2022-04-19 11:13:25 EDT,2022-04-19,11:13:25,-0400,1006379822,benji0ben,Benjamín II,,"Horowitz: Walgreens recorded who tested positive for COVID, and the results might surprise you  https://t.co/rTL22dbuRQ",en,[],['https://www.theblaze.com/op-ed/horowitz-walgreens-recorded-who-tested-positive-for-covid-and-the-results-might-surprise-you'],[],0,0,0,[],[],https://twitter.com/benji0ben/status/1516434803553300484,False,,0,,Manila,,,,,,[],,,,
1516433267255398408,1516433267255398408,2022-04-19 11:07:19 EDT,2022-04-19,11:07:19,-0400,1006379822,benji0ben,Benjamín II,,The COVID Shots Are Killing People?  https://t.co/19qdonjAM2 via @epochtimes,en,"[{'screen_name': 'epochtimes', 'name': 'the epoch times', 'id': '29097819'}]",['https://www.theepochtimes.com/the-covid-shots-are-killing-people_4411307.html?utm_source=ref_share&utm_campaign=tw&rs=SHRDDJQG'],[],0,0,0,[],[],https://twitter.com/benji0ben/status/1516433267255398408,False,,0,,Manila,,,,,,[],,,,
1516432989252911113,1516386861324947461,2022-04-19 11:06:13 EDT,2022-04-19,11:06:13,-0400,171907033,groanupgamer,Harold Lua,,"@JDCocchiarella Yup, covid, flu, cold and farts are still around.",en,[],[],[],0,0,0,[],[],https://twitter.com/groanupgamer/status/1516432989252911113,False,,0,,Manila,,,,,,"[{'screen_name': 'JDCocchiarella', 'name': 'Jack Cocchiarella', 'id': '713752653289955329'}]",,,,
1516426392006713348,1516426392006713348,2022-04-19 10:40:00 EDT,2022-04-19,10:40:00,-0400,15375209,manilabulletin,Manila Bulletin News,,"Re-electionist Senator Joel Villanueva on Tuesday, April 19 said that the next administration should pay particular attention to the country’s digital economy as the economy is opening up and cases of Covid-19 infections are decreasing.   https://t.co/lWDkS9ONrG",en,[],['https://mb.com.ph/2022/04/19/next-admin-should-pay-attention-to-the-countrys-digital-economy-villanueva/'],[],1,1,3,[],[],https://twitter.com/manilabulletin/status/1516426392006713348,False,,0,,Manila,,,,,,[],,,,
1516425279216005123,1516425279216005123,2022-04-19 10:35:35 EDT,2022-04-19,10:35:35,-0400,146269101,dailyvagabond,Lord R. 🎀,,Yung mga na covid jan lam na,tl,[],[],[],0,0,2,[],[],https://twitter.com/dailyvagabond/status/1516425279216005123,False,https://twitter.com/natgeo/status/1516175492591886346,0,,Manila,,,,,,[],,,,
1516420214032072704,1516420214032072704,2022-04-19 10:15:27 EDT,2022-04-19,10:15:27,-0400,1177258291056918528,amiralhaj_ph,Amir Alhaj - ASM - International PR Consultant,,"April 19, 2020 Together At Home concert for COVID-19 aid curated by Lady Gaga and streamed worldwide #Today #OnThisDate #LadyGaga #WHO #COVID19 #People #Event #PR  https://t.co/cwjUpJoilk",en,[],[],"['https://pbs.twimg.com/media/FQtoC5fagAAiVdJ.jpg', 'https://pbs.twimg.com/media/FQtoEwbaMAUkoh8.jpg', 'https://pbs.twimg.com/media/FQtoGSbacAEgSzB.jpg', 'https://pbs.twimg.com/media/FQtoISraMAMstBB.jpg']",0,0,1,"['today', 'onthisdate', 'ladygaga', 'who', 'covid19', 'people', 'event', 'pr']",[],https://twitter.com/AmirAlhaj_ph/status/1516420214032072704,False,,1,https://pbs.twimg.com/media/FQtoC5fagAAiVdJ.jpg,Manila,,,,,,[],,,,
1516420125045723140,1516420125045723140,2022-04-19 10:15:06 EDT,2022-04-19,10:15:06,-0400,32726264,untvnewsrescue,UNTV News and Rescue,,China reports new and rising number of deaths following a new COVID outbreak.    https://t.co/yPKQPgaATf,en,[],['https://youtu.be/77J7gwcVGzs'],[],0,1,1,[],[],https://twitter.com/UNTVNewsRescue/status/1516420125045723140,False,,0,,Manila,,,,,,[],,,,
1516417584077459458,1516417584077459458,2022-04-19 10:05:00 EDT,2022-04-19,10:05:00,-0400,15872418,abscbnnews,ABS-CBN News,,"Ilang Pinoy sa Shanghai, nawalan ng trabaho sa gitna ng COVID surge  https://t.co/6QXvMrKj4t",tl,[],['https://news.abs-cbn.com/video/news/04/19/22/ilang-pinoy-sa-shanghai-nawalan-ng-trabaho'],[],0,2,8,[],[],https://twitter.com/ABSCBNNews/status/1516417584077459458,False,,0,,Manila,,,,,,[],,,,
